,source,tag1,relation_label,target,tag2
358,autoimmune blistering diseases,SKINRAREDISEASE,Anaphora,these disorders,ANAPHOR
359,autoimmune blistering diseases,SKINRAREDISEASE,Anaphora,these diseases,ANAPHOR
360,pemphigus,SKINRAREDISEASE,Is_a,Autoimmune blistering diseases,SKINRAREDISEASE
361,Pemphigus,SKINRAREDISEASE,Is_a,Autoimmune blistering diseases,SKINRAREDISEASE
362,dermatitis herpetiformis,SKINRAREDISEASE,Is_a,Autoimmune blistering diseases,SKINRAREDISEASE
363,epidermolysis bullosa acquista,SKINRAREDISEASE,Is_a,Autoimmune blistering diseases,SKINRAREDISEASE
364,pemphigoid,SKINRAREDISEASE,Is_a,Autoimmune blistering diseases,SKINRAREDISEASE
365,CMT,RAREDISEASE,Produces,lose the normal use of their fee,SIGN
366,CMT,RAREDISEASE,Produces,lose the normal use of hands,SIGN
367,CMT,RAREDISEASE,Produces,lose the normal use of legs,SIGN
368,CMT,RAREDISEASE,Produces,decreased sensitivity to touch,SIGN
369,CMT,RAREDISEASE,Produces,decreased sensitivity to pain,SYMPTOM
370,CMT,RAREDISEASE,Produces,sensitivity to heat,SIGN
371,CMT,RAREDISEASE,Produces,muscle weakness in the hand,SIGN
372,CMT,RAREDISEASE,Produces,muscle weakness in the foot,SIGN
373,CMT,RAREDISEASE,Produces,muscle weakness in the lower leg,SIGN
374,CMT,RAREDISEASE,Produces,trouble with fine motor skills,SIGN
375,CMT,RAREDISEASE,Produces,foot drop,SIGN
376,CMT,RAREDISEASE,Produces,oss of muscle mass in the lower leg,SIGN
377,CMT,RAREDISEASE,Produces,frequent tripping,SIGN
378,CMT,RAREDISEASE,Produces,hammertoe,SIGN
379,CMT,RAREDISEASE,Produces,high foot arch,SIGN
380,CMT,RAREDISEASE,Produces,flat feet,SIGN
381,CMT,RAREDISEASE,Produces,Stretch reflexes may be lost,SIGN
382,CMT,RAREDISEASE,Anaphora,The disease,ANAPHOR
383,The disease,ANAPHOR,Produces,breathing difficulties,SIGN
384,CMT hereditary neuropathy,RAREDISEASE,Anaphora,The condition,ANAPHOR
385,CMT hereditary neuropathy,RAREDISEASE,Is_a,inherited neurological disorder,DISEASE
386,CMT hereditary neuropathy,RAREDISEASE,Anaphora,this condition,ANAPHOR
387,Aspartylglycosaminuria,RAREDISEASE,Is_a,genetic disorder,DISEASE
388,Aspartylglycosaminuria,RAREDISEASE,Anaphora,It,ANAPHOR
389,Aspartylglycosaminuria,RAREDISEASE,Anaphora,It,ANAPHOR
390,Aspartylglycosaminuria,RAREDISEASE,Produces,coarse facial features,SIGN
391,Aspartylglycosaminuria,RAREDISEASE,Produces,spine deformities,SIGN
392,Aspartylglycosaminuria,RAREDISEASE,Produces,eye deformities,SIGN
393,Aspartylglycosaminuria,RAREDISEASE,Produces,behavior problems,SIGN
394,Aspartylglycosaminuria,RAREDISEASE,Produces,mental retardation,SIGN
395,It,ANAPHOR,Produces,inborn error of metabolism,SIGN
396,It,ANAPHOR,Is_a,lysosomal storage diseases,DISEASE
397,Aspartylglycosaminuria,RAREDISEASE,Produces,deficient activity of a particular enzyme,SIGN
398,Aspartylglycosaminuria,RAREDISEASE,Is_a,lysosomal storage disease,DISEASE
399,Aspartylglycosaminuria,RAREDISEASE,Produces,abnormal development,SIGN
400,Aspartylglycosaminuria,RAREDISEASE,Produces,Diarrhea,SIGN
401,Aspartylglycosaminuria,RAREDISEASE,Produces,infections,SIGN
402,Aspartylglycosaminuria,RAREDISEASE,Produces,facial features coarse,SIGN
403,Aspartylglycosaminuria,RAREDISEASE,Produces,skeleton deformed,SIGN
404,Aspartylglycosaminuria,RAREDISEASE,Produces,ocular lens may develop crystalline deposits,SIGN
405,Aspartylglycosaminuria,RAREDISEASE,Produces,Mental deterioration,SIGN
406,Aspartylglycosaminuria,RAREDISEASE,Produces,mental retardation,SIGN
407,Aspartylglycosaminuria,RAREDISEASE,Produces,uneven development of the head and face,SIGN
408,Aspartylglycosaminuria,RAREDISEASE,Produces,wide nose,SIGN
409,Aspartylglycosaminuria,RAREDISEASE,Produces,broad face,SIGN
410,Aspartylglycosaminuria,RAREDISEASE,Produces,neck short,SIGN
411,Aspartylglycosaminuria,RAREDISEASE,Anaphora,the condition,ANAPHOR
412,Ataxia with vitamin E deficiency,RAREDISEASE,Produces,Ataxia,SIGN
413,Ataxia with vitamin E deficiency,RAREDISEASE,Produces,vitamin E deficiency,SIGN
414,Ataxia with vitamin E deficiency,RAREDISEASE,Is_a,inherited neurodegenerative disorder,DISEASE
415,Ataxia with vitamin E deficiency,RAREDISEASE,Produces,ataxia,SIGN
416,Ataxia with vitamin E deficiency,RAREDISEASE,Produces,peripheral neuropathy,SIGN
417,AVED,RAREDISEASE,Is_acron,Ataxia with vitamin E deficiency,RAREDISEASE
418,AVED,RAREDISEASE,Is_a,progressive disorder,DISEASE
419,AVED,RAREDISEASE,Is_a,multisystem disorder,DISEASE
420,AVED,RAREDISEASE,Produces,neurological symptoms,SYMPTOM
421,AVED,RAREDISEASE,Produces,cardiomyopathy,SIGN
422,Friedreich's ataxia,DISEASE,Produces,ataxia,SIGN
423,AVED,RAREDISEASE,Anaphora,The disorder,ANAPHOR
424,AVED,RAREDISEASE,Anaphora,the disorder,ANAPHOR
425,AVED,RAREDISEASE,Anaphora,The disorder,ANAPHOR
426,AVED,RAREDISEASE,Produces,low levels of vitamin E,SIGN
427,Asherson's syndrome,RAREDISEASE,Is_a,autoimmune disorder,DISEASE
428,infections,DISEASE,Increases_risk_of,Asherson's syndrome,RAREDISEASE
429,immunizations,DISEASE,Increases_risk_of,Asherson's syndrome,RAREDISEASE
430,physical trauma,DISEASE,Increases_risk_of,Asherson's syndrome,RAREDISEASE
431,Asherson’s syndrome,RAREDISEASE,Anaphora,the disorder,ANAPHOR
432,Chandler's syndrome,RAREDISEASE,Is_a,eye disorder,DISEASE
433,Chandler's syndrome,RAREDISEASE,Produces,proliferates endothelium,SIGN
434,Chandler's syndrome,RAREDISEASE,Produces,corneal edema,SIGN
435,Chandler's syndrome,RAREDISEASE,Produces,distortion of the iris,SIGN
436,Chandler's syndrome,RAREDISEASE,Produces,glaucoma,SIGN
437,CS,RAREDISEASE,Is_acron,Chandler's syndrome,RAREDISEASE
438,CS,RAREDISEASE,Is_a,iridocorneal endothelial syndrome,RAREDISEASE
439,progressive iris atrophy,DISEASE,Is_a,iridocorneal endothelial syndrome,RAREDISEASE
440,Cogan-Reese syndrome,RAREDISEASE,Is_a,iridocorneal endothelial syndrome,RAREDISEASE
441,ICE syndrome,RAREDISEASE,Is_acron,iridocorneal endothelial syndrome,RAREDISEASE
442,Chandler’s syndrome,RAREDISEASE,Anaphora,The disorder,ANAPHOR
443,Bowen disease,SKINRAREDISEASE,Is_a,skin disorder,DISEASE
444,Bowen disease,SKINRAREDISEASE,Produces,"slow-growing, reddish scaly patch or plaque on the skin",SIGN
445,Bowen disease,SKINRAREDISEASE,Is_a,pre-cancerous condition,DISEASE
446,Bowen disease,SKINRAREDISEASE,Produces,skin cancer,SIGN
447,Bowen disease,SKINRAREDISEASE,Anaphora,The disorder,ANAPHOR
448,Bowen disease,SKINRAREDISEASE,Anaphora,It,ANAPHOR
449,Caudal regression syndrome,RAREDISEASE,Anaphora,the disorder,ANAPHOR
450,Caudal regression syndrome,RAREDISEASE,Anaphora,The disorder,ANAPHOR
451,diabetes,DISEASE,Increases_risk_of,The disorder,ANAPHOR
452,Apnea,DISEASE,Produces,apnea of prematurity,RAREDISEASE
453,Apnea,DISEASE,Produces,neurological impairment of the respiratory rhythm,SIGN
454,Apnea,DISEASE,Produces,obstruction of air flow,SIGN
455,infantile apnea,RAREDISEASE,Produces,stoppage of breathing during sleep,SIGN
456,infantile apnea,RAREDISEASE,Produces,cyanosis,SIGN
457,infantile apnea,RAREDISEASE,Produces,bradycardia,SIGN
458,Infantile apnea,RAREDISEASE,Increases_risk_of,sudden infant death syndrome,DISEASE
459,infantile apnea,RAREDISEASE,Anaphora,It,ANAPHOR
460,Beta thalassemia,RAREDISEASE,Is_a,autosomal recessive disorders,DISEASE
461,Beta thalassemia,RAREDISEASE,Anaphora,The disorder,ANAPHOR
462,Cold antibody hemolytic anemia,RAREDISEASE,Is_a,autoimmune disorder,DISEASE
463,Cold antibody hemolytic anemia,RAREDISEASE,Produces,premature destruction of red blood cells,SIGN
464,CAHA,RAREDISEASE,Is_acron,Cold antibody hemolytic anemia,RAREDISEASE
465,CAHA,RAREDISEASE,Produces,red blood cells are destroyed prematurely,SIGN
466,hemolytic anemia,RAREDISEASE,Is_a,premature destruction of red blood cells,SIGN
467,cold antibody hemolytic anemia,RAREDISEASE,Is_a,autoimmune disorder,DISEASE
468,cold antibody hemolytic anemia,RAREDISEASE,Anaphora,the disorder,ANAPHOR
469,CAHA,RAREDISEASE,Anaphora,this disorder,ANAPHOR
470,infectious mononucleosis,DISEASE,Increases_risk_of,this disorder,ANAPHOR
471,lymphoproliferative diseases,DISEASE,Increases_risk_of,this disorder,ANAPHOR
472,autoimmune disorder,DISEASE,Increases_risk_of,this disorder,ANAPHOR
473,hemolytic anemia,RAREDISEASE,Produces,spleen enlargement,SIGN
474,hemolytic anemia,RAREDISEASE,Produces,liver enlargement,SIGN
475,hemolytic anemia,RAREDISEASE,Produces,number of young cells is increased,SIGN
476,cold antibody hemolytic anemia,RAREDISEASE,Produces,positive for immunoglobulin M,SIGN
477,Adie syndrome,RAREDISEASE,Is_synon,Holmes-Adie syndrome,RAREDISEASE
478,Adie syndrome,RAREDISEASE,Is_a,neurological disorder,DISEASE
479,Adie syndrome,RAREDISEASE,Produces,pupil dilated,SIGN
480,Adie syndrome,RAREDISEASE,Anaphora,this disorder,ANAPHOR
481,this disorder,ANAPHOR,Produces,Absent or poor tendon reflexes,SIGN
482,Adie syndrome,RAREDISEASE,Produces,localized disturbance of sweat secretion,SIGN
483,Adie syndrome,RAREDISEASE,Is_synon,Ross syndrome,RAREDISEASE
484,Adie syndrome,RAREDISEASE,Produces,non progressive and limited damage to the autonomic nervous system,SIGN
485,Adie syndrome,RAREDISEASE,Produces,blurred vision,SIGN
486,Adie syndrome,RAREDISEASE,Produces,sensitivity to light,SYMPTOM
487,Adie syndrome,RAREDISEASE,Produces,poor depth perception,SIGN
488,Adie syndrome,RAREDISEASE,Produces,loss of deep tendon reflexes,SIGN
489,Behçet’s syndrome,SKINRAREDISEASE,Produces,aphthous stomatitis,SIGN
490,Behçet’s syndrome,SKINRAREDISEASE,Produces,eye lesions,SIGN
491,Behçet’s syndrome,SKINRAREDISEASE,Produces,skin lesions,SIGN
492,Behçet’s syndrome,SKINRAREDISEASE,Produces,recurrent genital ulcerations,SIGN
493,ACC,RAREDISEASE,Is_acron,Adenoid cystic carcinoma,RAREDISEASE
494,cancer,DISEASE,Produces,This form of cancer,ANAPHOR
495,This form of cancer,ANAPHOR,Is_a,cancer,DISEASE
496,ACC,RAREDISEASE,Anaphora,This form of cancer,ANAPHOR
497,ACC,RAREDISEASE,Anaphora,it,ANAPHOR
498,ACC,RAREDISEASE,Is_a,metastatic disease,DISEASE
499,Cerebellar agenesis,RAREDISEASE,Anaphora,the disorder,ANAPHOR
500,Congenital isolated cerebellar agenesis,RAREDISEASE,Is_a,Cerebellar agenesis,RAREDISEASE
501,cerebellar agenesis,RAREDISEASE,Produces,destruction of the cerebellum during later stages of pregnancy,SIGN
502,Chilaiditi's syndrome,RAREDISEASE,Produces,in between the liver and the diaphragm colon,SIGN
503,Chilaiditi's syndrome,RAREDISEASE,Produces,abdominal pain,SYMPTOM
504,Chilaiditi's syndrome,RAREDISEASE,Produces,nausea,SYMPTOM
505,Chilaiditi's syndrome,RAREDISEASE,Produces,vomiting,SIGN
506,Chilaiditi's syndrome,RAREDISEASE,Produces,small bowel obstruction,SIGN
507,Chilaiditi’s syndrome,RAREDISEASE,Anaphora,It,ANAPHOR
508,APL,RAREDISEASE,Is_a,acute myeloid leukemia,RAREDISEASE
509,APL,RAREDISEASE,Anaphora,it,ANAPHOR
510,BOR/BOS syndrome,RAREDISEASE,Anaphora,this disorder,ANAPHOR
511,BOR/BOS syndrome,RAREDISEASE,Produces,profound deafness,SIGN
512,Anaplastic astrocytoma,RAREDISEASE,Is_a,malignant brain tumor,DISEASE
513,Astrocytomas,RAREDISEASE,Is_a,tumors,DISEASE
514,astrocytomas,RAREDISEASE,Is_a,gliomas,DISEASE
515,anaplastic astrocytomas,RAREDISEASE,Anaphora,this tumor,ANAPHOR
516,Autoimmune polyendocrine syndrome type II,RAREDISEASE,Produces,steep drop in production of several essential hormones,SIGN
517,Autoimmune polyendocrine syndrome type II,RAREDISEASE,Anaphora,this disorder,ANAPHOR
518,Autoimmune polyendocrine syndrome type II,RAREDISEASE,Anaphora,the disorder,ANAPHOR
519,Schmidt syndrome,RAREDISEASE,Is_synon,Autoimmune polyendocrine syndrome type II,RAREDISEASE
520,this disorder,ANAPHOR,Produces,Hashimoto's thyroiditis,SIGN
521,the disorder,ANAPHOR,Produces,underperforming endocrine glands,SIGN
522,AIPS-II,RAREDISEASE,Produces,Failure of the endocrine glands,SIGN
523,AIPS-II,RAREDISEASE,Produces,malnutrition,SIGN
524,AIPS-II,RAREDISEASE,Produces,absorb nutrients is reduced,SIGN
525,AIPS-II,RAREDISEASE,Anaphora,this disorder,ANAPHOR
526,AIPS-II,RAREDISEASE,Anaphora,it,ANAPHOR
527,AIPS-II,RAREDISEASE,Anaphora,it,ANAPHOR
528,AIPS-II,RAREDISEASE,Anaphora,it,ANAPHOR
529,Blastomycosis,RAREDISEASE,Is_a,infectious multisystem disease,DISEASE
530,Blastomycosis,RAREDISEASE,Anaphora,It,ANAPHOR
531,Blastomycosis,RAREDISEASE,Anaphora,the disease,ANAPHOR
532,It,ANAPHOR,Produces,fever,SIGN
533,It,ANAPHOR,Produces,chills,SYMPTOM
534,It,ANAPHOR,Produces,cough,SIGN
535,It,ANAPHOR,Produces,dyspnea,SYMPTOM
536,Brucellosis,RAREDISEASE,Is_a,infectious disease,DISEASE
537,Brucellosis,RAREDISEASE,Anaphora,The disorder,ANAPHOR
538,Brucellosis,RAREDISEASE,Produces,fevers,SIGN
539,Brucellosis,RAREDISEASE,Produces,muscle pain,SYMPTOM
540,Brucellosis,RAREDISEASE,Produces,headache,SYMPTOM
541,Brucellosis,RAREDISEASE,Produces,loss of appetite,SYMPTOM
542,Brucellosis,RAREDISEASE,Produces,physical weakness,SYMPTOM
543,The disorder,ANAPHOR,Produces,profuse sweating,SIGN
544,brucellosis,RAREDISEASE,Anaphora,the disease,ANAPHOR
545,Canavan disease,RAREDISEASE,Is_a,genetic neurological disorder,DISEASE
546,Canavan disease,RAREDISEASE,Produces,spongy degeneration of the white matter,SIGN
547,Canavan disease,RAREDISEASE,Produces,lack of head control,SIGN
548,Canavan disease,RAREDISEASE,Produces,severely diminished muscle tone,SIGN
549,Canavan disease,RAREDISEASE,Produces,floppiness,SIGN
550,Canavan disease,RAREDISEASE,Produces,delays in reaching developmental milestones,SIGN
551,Canavan disease,RAREDISEASE,Produces,delays independent sitting,SIGN
552,Canavan disease,RAREDISEASE,Produces,delays walking,SIGN
553,Canavan disease,RAREDISEASE,Anaphora,It,ANAPHOR
554,"Chromosome 13, Partial Monosomy 13q",RAREDISEASE,Is_a,chromosomal disorder,DISEASE
555,"Chromosome 13, Partial Monosomy 13q",RAREDISEASE,Produces,low birth weight,SIGN
556,"Chromosome 13, Partial Monosomy 13q",RAREDISEASE,Produces,malformations of the head and facial (craniofacial) area,SIGN
557,"Chromosome 13, Partial Monosomy 13q",RAREDISEASE,Produces,abnormalities of the eyes,SIGN
558,"Chromosome 13, Partial Monosomy 13q",RAREDISEASE,Produces,defects of the hands,SIGN
559,"Chromosome 13, Partial Monosomy 13q",RAREDISEASE,Produces,defects of the feet,SIGN
560,"Chromosome 13, Partial Monosomy 13q",RAREDISEASE,Produces,physical abnormalities,SIGN
561,"Chromosome 13, Partial Monosomy 13q",RAREDISEASE,Produces,psychomotor retardation,SIGN
562,"Chromosome 13, Partial Monosomy 13q",RAREDISEASE,Produces,intellectual disability,SIGN
563,"Chromosome 13, Partial Monosomy 13q",RAREDISEASE,Anaphora,the disorder,ANAPHOR
564,Antisynthetase syndrome,RAREDISEASE,Is_a,chronic disorder,DISEASE
565,Antisynthetase syndrome,RAREDISEASE,Anaphora,The disorder,ANAPHOR
566,Antisynthetase syndrome,RAREDISEASE,Anaphora,the disorder,ANAPHOR
567,Antisynthetase syndrome,RAREDISEASE,Produces,polyarthritis,SIGN
568,Antisynthetase syndrome,RAREDISEASE,Produces,interstitial lung disease,SIGN
569,Antisynthetase syndrome,RAREDISEASE,Produces,thickening and cracking of the skin of the hands,SIGN
570,Antisynthetase syndrome,RAREDISEASE,Produces,fatigue,SYMPTOM
571,Antisynthetase syndrome,RAREDISEASE,Produces,fevers,SIGN
572,Antisynthetase syndrome,RAREDISEASE,Produces,weight loss,SIGN
573,The disorder,ANAPHOR,Produces,inflammation,SIGN
574,The disorder,ANAPHOR,Produces,abnormal functioning of the immune system,SIGN
575,The disorder,ANAPHOR,Produces,specific autoantibodies that target a specific protein in the body,SIGN
576,the disorder,ANAPHOR,Produces,myositis,SIGN
577,the disorder,ANAPHOR,Produces,fingers or toes are numb in response to cold,SIGN
578,Raynaud phenomenon,DISEASE,Produces,fingers or toes are numb in response to cold,SIGN
579,polyarthritis,DISEASE,Is_a,inflammatory muscle diseases,DISEASE
580,polymyositis,RAREDISEASE,Is_a,inflammatory muscle diseases,DISEASE
581,Antisynthetase syndrome,RAREDISEASE,Anaphora,the disorder,ANAPHOR
582,Aplasia Cutis Congenita,SKINRAREDISEASE,Produces,absence of certain layer(s) of skin on the scalp,SIGN
583,Aplasia Cutis Congenita,SKINRAREDISEASE,Produces,absence of certain layer(s) of skin on the trunk,SIGN
584,Aplasia Cutis Congenita,SKINRAREDISEASE,Produces,absence of certain layer(s) of skin on the arms and legs,SIGN
585,Aplasia Cutis Congenita,SKINRAREDISEASE,Produces,"affected area covered with a thin, transparent membrane",SIGN
586,Aplasia Cutis Congenita,SKINRAREDISEASE,Produces,skull underlying areas may be visible,SIGN
587,Aplasia Cutis Congenita,SKINRAREDISEASE,Produces,skull visible,SIGN
588,Aplasia Cutis Congenita,SKINRAREDISEASE,Produces,skull abnormally developed,SIGN
589,Aplasia Cutis Congenita,SKINRAREDISEASE,Produces,Absence of skin congenital,SIGN
590,Branchio-oculo-facial syndrome,RAREDISEASE,Is_a,genetic disorder,DISEASE
591,Branchio-oculo-facial syndrome,RAREDISEASE,Produces,congenital defects of the head,SIGN
592,Branchio-oculo-facial syndrome,RAREDISEASE,Produces,congenital defects of the neck,SIGN
593,BOFS,RAREDISEASE,Is_acron,Branchio-oculo-facial syndrome,RAREDISEASE
594,Biliary atresia,RAREDISEASE,Is_a,gastrointestinal disorder,DISEASE
595,Biliary atresia,RAREDISEASE,Produces,extrahepatic bile duct,SIGN
596,biliary atresia,RAREDISEASE,Produces,absence of the bile ducts,SIGN
597,biliary atresia,RAREDISEASE,Produces,destruction of the bile ducts,SIGN
598,biliary atresia,RAREDISEASE,Produces,accumulation of bile in the liver,SIGN
599,biliary atresia,RAREDISEASE,Produces,jaundice,SIGN
600,biliary atresia,RAREDISEASE,Produces,liver fibrosis,SIGN
601,biliary atresia,RAREDISEASE,Produces,heart defects,SIGN
602,biliary atresia,RAREDISEASE,Produces,intestinal malformations,SIGN
603,biliary atresia,RAREDISEASE,Produces,kidney malformations,SIGN
604,biliary atresia,RAREDISEASE,Produces,elevated levels of liver enzymes,SIGN
605,biliary atresia,RAREDISEASE,Produces,elevated levels of gamma-glutamyl transpeptidase,SIGN
606,biliary atresia,RAREDISEASE,Produces,elevated levels of bilirubin,SIGN
607,biliary atresia,RAREDISEASE,Produces,high blood levels of matrix metalloproteinase-7,SIGN
608,biliary atresia,RAREDISEASE,Produces,absence of the gall bladder,SIGN
609,Anemia of chronic disease,RAREDISEASE,Is_synon,anemia of inflammation,RAREDISEASE
610,cancer,DISEASE,Is_a,chronic illnesses,DISEASE
611,rheumatoid arthritis,DISEASE,Is_a,autoimmune and inflammatory diseases,DISEASE
612,lupus,DISEASE,Is_a,autoimmune and inflammatory diseases,DISEASE
613,Anemia,DISEASE,Produces,low levels of circulating red blood cells,SIGN
614,Anemia,DISEASE,Produces,low levels of hemoglobin,SIGN
615,anemia,DISEASE,Produces,fatigue,SYMPTOM
616,anemia,DISEASE,Produces,pallor,SIGN
617,anemia,DISEASE,Produces,lightheadedness,SYMPTOM
618,Anemia of chronic disease,RAREDISEASE,Produces,fatigue,SYMPTOM
619,Anemia of chronic disease,RAREDISEASE,Produces,pallor,SIGN
620,Anemia of chronic disease,RAREDISEASE,Produces,lightheadedness,SYMPTOM
621,Anemia of chronic disease,RAREDISEASE,Produces,shortness of breath,SYMPTOM
622,Anemia of chronic disease,RAREDISEASE,Produces,irritability,SYMPTOM
623,Anemia of chronic disease,RAREDISEASE,Produces,chest pain,SYMPTOM
624,Anemia of chronic disease,RAREDISEASE,Anaphora,the condition,ANAPHOR
625,"chronic, inflammatory conditio",DISEASE,Increases_risk_of,the condition,ANAPHOR
626,anemia of chronic disease,RAREDISEASE,Anaphora,it,ANAPHOR
627,Anemia of chronic disease,RAREDISEASE,Is_a,anemia,DISEASE
628,Apraxia,RAREDISEASE,Is_a,neurological disorder,DISEASE
629,Apraxia,RAREDISEASE,Produces,inability to perform learned (familiar) movements,SIGN
630,apraxia,RAREDISEASE,Anaphora,it,ANAPHOR
631,Takayasu arteritis,RAREDISEASE,Produces,progressive inflammation of one or more of the larger arteries leading from the heart,SIGN
632,Takayasu arteritis,RAREDISEASE,Anaphora,this disorder,ANAPHOR
633,this disorder,ANAPHOR,Produces,polyarteritis,SIGN
634,this disorder,ANAPHOR,Produces,polyarteritis,SIGN
635,this disorder,ANAPHOR,Produces,eduction of blood flow,SIGN
636,polyarteritis,DISEASE,Produces,progressive inflammation of many arteries,SIGN
637,Takayasu arteritis,RAREDISEASE,Produces,aortic regurgitation,SIGN
638,Takayasu arteritis,RAREDISEASE,Produces,aneurysm,SIGN
639,Takayasu arteritis,RAREDISEASE,Anaphora,This disorder,ANAPHOR
640,Takayasu arteritis,RAREDISEASE,Anaphora,this disorder,ANAPHOR
641,Takayasu arteritis,RAREDISEASE,Anaphora,it,ANAPHOR
642,Amniotic fluid embolism,RAREDISEASE,Anaphora,this disorder,ANAPHOR
643,AFE,RAREDISEASE,Is_acron,Amniotic fluid embolism,RAREDISEASE
644,AFE,RAREDISEASE,Produces,Breathing problems,SIGN
645,AFE,RAREDISEASE,Produces,cardiac arrest,SIGN
646,AFE,RAREDISEASE,Produces,excessive bleeding,SIGN
647,Amniotic fluid embolism,RAREDISEASE,Anaphora,this complication,ANAPHOR
648,Ataxia telangiectasia,SKINRAREDISEASE,Produces,Ataxia,SIGN
649,Ataxia telangiectasia,SKINRAREDISEASE,Is_a,genetic neurodegenerative disorder,DISEASE
